Token,NE
rate,O
equal,O
to,O
0.72%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Ukraine,B-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"7.65%,",O
due,O
06/11/2013.,O
Counterparty:,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
12/20/08,B-Expiration Date
100,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.26%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Russian,B-Reference Entity
Federation,I-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"5.00%,",O
due,O
03/31/2030.Counterparty:,O
Morgan,B-Counterparty
Stanley,I-Counterparty
Capital,I-Counterparty
"Services,",I-Counterparty
Inc.,I-Counterparty
12/20/07,B-Expiration Date
300,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.26%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Russian,B-Reference Entity
Federation,I-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"5.00%,",O
due,O
03/31/2030.Counterparty:,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
12/20/07,B-Expiration Date
300,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.40%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Republic,B-Reference Entity
of,I-Reference Entity
Indonesia,I-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"6.75%,",O
due,O
03/10/2014.Counterparty:Royal,O
Bank,B-Counterparty
of,I-Counterparty
Scotland,I-Counterparty
PLC,I-Counterparty
12/20/08,B-Expiration Date
200,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.29%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Pemex,B-Reference Entity
Project,I-Reference Entity
Funding,I-Reference Entity
Master,I-Reference Entity
"Trust,",I-Reference Entity
"9.5%,",O
due,O
9/15/2027.,O
Counterparty:Barclays,O
Bank,B-Counterparty
PLC,I-Counterparty
12/20/08,B-Expiration Date
"1,400",B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.06%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
American,B-Reference Entity
International,I-Reference Entity
"Group,",I-Reference Entity
Inc.,I-Reference Entity
"5.60%,",O
due,O
10/18/2016Counterparty:,O
Lehman,B-Counterparty
"Securities,",I-Counterparty
Inc.,I-Counterparty
3/20/08,B-Expiration Date
"2,800",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
HSBC,B-Reference Entity
Finance,I-Reference Entity
Corp,I-Reference Entity
"BP,",I-Reference Entity
"6.38%,",O
due,O
10/15/2011,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.20%.,B-Fixed Rate
Counterparty:,O
Royal,B-Counterparty
Bank,I-Counterparty
of,I-Counterparty
Scotland,I-Counterparty
PLC,I-Counterparty
12/20/11,B-Expiration Date
"4,900",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Weyerhaeuser,B-Reference Entity
"Co,",I-Reference Entity
"6.75%,",O
due,O
3/15/2012,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.96%.,B-Fixed Rate
Counterparty:,O
UBS,B-Counterparty
AG,I-Counterparty
6/20/17,B-Expiration Date
700,B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Kellogg,B-Reference Entity
"Co,",I-Reference Entity
"5.75%,",O
due,O
02/02/01,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.11%.Counterparty:Lehman,B-Fixed Rate
Brothers,B-Counterparty
Special,I-Counterparty
"Financing,",I-Counterparty
Inc.,I-Counterparty
6/20/11,B-Expiration Date
$,O
"2,000",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Diamond,B-Reference Entity
Offshore,I-Reference Entity
"Drill,",I-Reference Entity
Zero,O
"Coupon,",O
due,O
06/06/20,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.44%.Counterparty:,B-Fixed Rate
Citibank,B-Counterparty
NA,I-Counterparty
6/20/17,B-Expiration Date
"1,400",B-Notional Amount
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
in,O
the,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
Dow,B-Reference Entity
Jones,I-Reference Entity
CDX.EM.Counterparty:,I-Reference Entity
Goldman,B-Counterparty
Sachs,I-Counterparty
International,I-Counterparty
12/20/2011,B-Expiration Date
$,O
"16,000",B-Notional Amount
\\,
