Token,NE
06/11/03,O
to,O
receive,B-Direction of Trade
9.08%,B-Fixed Rate
per,O
year,O
times,O
the,O
notional,O
amount.The,O
fund,O
receives,O
payment,O
only,O
upon,O
a,O
default,O
event,O
in,O
Brazil.,B-Reference Entity
\\,
"2,00,00,000",B-Notional Amount
USD,O
6/13/13,B-Expiration Date
Agreement,O
with,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
dated,O
06/12/03,O
to,O
receive,B-Direction of Trade
3.25%,B-Fixed Rate
per,O
year,O
times,O
the,O
notional,O
amount.The,O
fund,O
receives,O
payment,O
only,O
upon,O
a,O
default,O
event,O
in,O
Russia.,B-Reference Entity
\\,
"1,00,00,000",B-Notional Amount
USD,O
6/24/13,B-Expiration Date
Agreement,O
with,O
JP,B-Counterparty
Morgan,I-Counterparty
Chase,I-Counterparty
Bank,I-Counterparty
dated,O
6/23/03,O
to,O
receive,B-Direction of Trade
3.32%,B-Fixed Rate
per,O
year,O
times,O
the,O
notional,O
amount.The,O
fund,O
receives,O
payment,O
only,O
upon,O
a,O
default,O
event,O
in,O
Russia.,B-Reference Entity
"50,00,000",B-Notional Amount
USD,O
6/24/13,B-Expiration Date
Agreement,O
with,O
JP,B-Counterparty
Morgan,I-Counterparty
Chase,I-Counterparty
Bank,I-Counterparty
dated,O
6/23/03,O
to,O
receive,B-Direction of Trade
3.35%,B-Fixed Rate
per,O
year,O
times,O
the,O
notional,O
amount.The,O
fund,O
receives,O
payment,O
only,O
upon,O
a,O
default,O
event,O
in,O
Russia.,B-Reference Entity
\\,
"1,00,00,000",B-Notional Amount
USD,O
9/20/13,B-Expiration Date
Agreement,O
with,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
dated,O
6/23/03,O
to,O
receive,B-Direction of Trade
3.35%,B-Fixed Rate
per,O
year,O
times,O
the,O
notional,O
amount.The,O
fund,O
receives,O
payment,O
only,O
upon,O
a,O
default,O
event,O
in,O
Russia.,B-Reference Entity
\\,
"1,00,00,000",B-Notional Amount
USD,O
10/05/17,B-Expiration Date
Agreement,O
with,O
JP,B-Counterparty
Morgan,I-Counterparty
Chase,I-Counterparty
Bank,I-Counterparty
dated,O
10/04/02,O
to,O
receive,B-Direction of Trade
4.20%,B-Fixed Rate
per,O
year,O
times,O
the,O
notional,O
amount.The,O
fund,O
receives,O
payment,O
only,O
upon,O
a,O
default,O
event,O
in,O
Mexico.,B-Reference Entity
\\,
