Token,NE
BorgWarner,B-Reference Entity
"Inc.,",I-Reference Entity
6.50%,O
02/15/2009.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
03/20/13,B-Expiration Date
"1,250",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.20%,B-Fixed Rate
0.80%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
BorgWarner,B-Reference Entity
"Inc.,",I-Reference Entity
"6.50%,",O
03/20/2013.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
03/20/13,B-Expiration Date
"1,000",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.28%,B-Fixed Rate
1.10%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
Century,B-Reference Entity
"Telephone,",I-Reference Entity
"6.00%,",O
04/01/2017.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
03/20/13,B-Expiration Date
"1,250",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.16,B-Fixed Rate
0.64%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
Safeway,B-Reference Entity
"Inc.,",I-Reference Entity
5.80%,O
08/15/2012.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
Counterparty:,O
JPMorgan,B-Counterparty
Chase,I-Counterparty
03/20/13,B-Expiration Date
"1,250",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.16%,B-Fixed Rate
0.64%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
Kroger,B-Reference Entity
"Co.,",I-Reference Entity
"5.5%,",O
02/01/2013.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
Counterparty:,O
Merrill,B-Counterparty
Lynch,I-Counterparty
03/20/13,B-Expiration Date
"1,500",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG9,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
12/20/12,B-Expiration Date
"5,000",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.11%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
the,O
ITRAXX,B-Reference Entity
Europe,I-Reference Entity
Senior,I-Reference Entity
Financials,I-Reference Entity
5,I-Reference Entity
YR,I-Reference Entity
Series,I-Reference Entity
8,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.11%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
the,O
CDX.TES.F5.8T0,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/12,B-Expiration Date
$,O
"2,750",B-Notional Amount
$,O
87,O
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.10%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,B-Reference Entity
CMBX,I-Reference Entity
NA.AAA,I-Reference Entity
1,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
10/12/52,B-Expiration Date
"10,000",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
monthly,O
payment,O
of,O
0.02%,B-Fixed Rate
0.25%,O
per,O
annum,O
times,O
notional,O
amount,O
of,O
the,O
CMBX.NA.A,B-Reference Entity
2,I-Reference Entity
\\,
Upon,O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.02%,B-Fixed Rate
0.18%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AAA.6.1,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
07/25/45,B-Expiration Date
$,O
100,B-Notional Amount
$,O
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.02%,B-Fixed Rate
0.18%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AAA.6.1,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
07/25/45,B-Expiration Date
200,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.28%,B-Fixed Rate
1.10%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Century,B-Reference Entity
Tel,I-Reference Entity
"Inc.,",I-Reference Entity
04/01/17.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.59%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Safeway,B-Reference Entity
"Inc.,",I-Reference Entity
08/15/12.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.24%,B-Fixed Rate
0.95%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Lowe's,B-Reference Entity
Co.,I-Reference Entity
"Inc.,",I-Reference Entity
06/01/10.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
03/20/13,B-Expiration Date
250,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.20%,B-Fixed Rate
0.80%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Borg.Warner,B-Reference Entity
"Auto,",I-Reference Entity
02/15/09.,O
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
will,O
receive,O
the,O
notional,O
amount,O
and,O
deliver,O
the,O
defined,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
03/20/13,B-Expiration Date
250,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG9,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
12/20/12,B-Expiration Date
"1,000",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG9,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG9,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
12/20/12,B-Expiration Date
500,B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.05%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CMBX,B-Reference Entity
NA.BBB,I-Reference Entity
2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
03/14/49,B-Expiration Date
"1,000",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.15%,B-Fixed Rate
0.60%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.NA.IG9,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/12,B-Expiration Date
500,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.11%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.TES,B-Reference Entity
F5,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Bank,B-Counterparty
of,I-Counterparty
America,I-Counterparty
12/20/12,B-Expiration Date
250,B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
quarterly,O
payment,O
of,O
0.11%,B-Fixed Rate
0.45%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
CDX.TES,B-Reference Entity
F5,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
receives,O
the,O
notional,O
amount,O
and,O
delivers,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Fund,O
receives,B-Direction of Trade
quarterly,O
payment,O
of,O
0.05%,B-Fixed Rate
0.19%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
Republic,B-Reference Entity
of,I-Reference Entity
"Italy,",I-Reference Entity
"6.875%,",O
09/27/23.,O
\\,
Upon,O
a,O
defined,B-O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
deliverable,O
obligation.,O
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.42%,B-Fixed Rate
5.00%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.BBB.07.2,B-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
$,O
"1,750",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
"3,560",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,O
a,O
defined,B-O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
"1,435",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.42%,B-Fixed Rate
5.00%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.BBB,B-Reference Entity
07.2.,I-Reference Entity
\\,
Upon,O
a,O
defined,B-O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
01/25/38,B-Expiration Date
"2,250",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
07.2.,I-Reference Entity
\\,
Upon,O
a,O
defined,B-O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
140,B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
01/25/38,B-Expiration Date
"1,435",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
01/25/38,B-Expiration Date
"1,500",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.06%,B-Fixed Rate
0.76%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AAA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
01/25/38,B-Expiration Date
"4,500",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.16%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.1,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
08/25/37,B-Expiration Date
975,B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.17%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
6.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
05/25/46,B-Expiration Date
$,O
"3,015",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.17%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
6.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
05/25/46,B-Expiration Date
"1,510",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.05%,B-Fixed Rate
0.54%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
"1,010",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
01/25/38,B-Expiration Date
985,B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.16%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.1,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
08/25/37,B-Expiration Date
985,B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.16%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.1,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Barclays,B-Counterparty
08/25/37,B-Expiration Date
"1,035",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.16%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.1,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
08/25/37,B-Expiration Date
980,B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
"1,475",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
monthly,O
payment,O
of,O
0.04%,B-Fixed Rate
0.44%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.A,B-Reference Entity
6.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
05/25/46,B-Expiration Date
"1,490",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.31%,B-Fixed Rate
3.70%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.A,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
01/25/38,B-Expiration Date
"1,490",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.42%,B-Fixed Rate
5.00%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.BBB,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Lehman,B-Counterparty
Brothers,I-Counterparty
01/25/38,B-Expiration Date
"1,665",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
JP,B-Counterparty
Morgan,I-Counterparty
01/25/38,B-Expiration Date
"1,960",B-Notional Amount
\\,
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.01%,B-Fixed Rate
0.16%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.1,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
Fund,O
receives,B-Direction of Trade
monthly,O
payment,O
of,O
0.16%,B-Fixed Rate
1.92%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.AA,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
$,O
980,B-Notional Amount
\\,
Fund,O
delivers,B-Direction of Trade
monthly,O
payment,O
of,O
0.31%,B-Fixed Rate
3.69%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.A,B-Reference Entity
7.2,I-Reference Entity
Index.,I-Reference Entity
\\,
Upon,B-O
a,O
defined,O
credit,O
"event,",O
Fund,O
pays,O
the,O
notional,O
amount,O
and,O
takes,O
receipt,O
of,O
the,O
defined,O
deliverable,O
obligation.,O
\\,
Counterparty:,O
Citigroup,B-Counterparty
01/25/38,B-Expiration Date
"2,945",B-Notional Amount
\\,
Fund,O
pays,B-Direction of Trade
monthly,O
payment,O
of,O
0.04%,B-Fixed Rate
0.44%,O
per,O
annum,O
times,O
the,O
notional,O
amount,O
of,O
the,O
ABX.HE.A,B-Reference Entity
6.2,I-Reference Entity
Index.,I-Reference Entity
\\,
